"Year","LocationAbbr","LocationDesc","FacilityName","MedicalDirector","Address","City","Zipcode","Phone","Clinic Status","Topic","SubTopic","Data_Value","ClinicId","TopicId","SubTopicId","Geolocation"
"2022","NY","New York","NYU Langone Reproductive Specialists of New York","Maria Saketos, MD","200 Old Country Rd, Suite 350","Mineola","11501","(516) 739-2100","Open","Clinic Services & Profile","Donor egg services","Yes","64","TOP01","ST09","POINT (-73.6389 40.7395)"
"2022","NY","New York","NYU Langone Reproductive Specialists of New York","Maria Saketos, MD","200 Old Country Rd, Suite 350","Mineola","11501","(516) 739-2100","Open","Clinic Services & Profile","Donated embryo services","No","64","TOP01","ST10","POINT (-73.6389 40.7395)"
"2022","NY","New York","NYU Langone Reproductive Specialists of New York","Maria Saketos, MD","200 Old Country Rd, Suite 350","Mineola","11501","(516) 739-2100","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","64","TOP01","ST11","POINT (-73.6389 40.7395)"
"2022","NY","New York","NYU Langone Reproductive Specialists of New York","Maria Saketos, MD","200 Old Country Rd, Suite 350","Mineola","11501","(516) 739-2100","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","64","TOP01","ST12","POINT (-73.6389 40.7395)"
"2022","NY","New York","NYU Langone Reproductive Specialists of New York","Maria Saketos, MD","200 Old Country Rd, Suite 350","Mineola","11501","(516) 739-2100","Open","Clinic Services & Profile","Gestational carrier services","Yes","64","TOP01","ST13","POINT (-73.6389 40.7395)"
"2022","NY","New York","NYU Langone Reproductive Specialists of New York","Maria Saketos, MD","200 Old Country Rd, Suite 350","Mineola","11501","(516) 739-2100","Open","Clinic Services & Profile","SART member","Yes","64","TOP01","ST14","POINT (-73.6389 40.7395)"
"2022","NY","New York","NYU Langone Reproductive Specialists of New York","Maria Saketos, MD","200 Old Country Rd, Suite 350","Mineola","11501","(516) 739-2100","Open","Clinic Services & Profile","Verified lab accreditation","Yes","64","TOP01","ST15","POINT (-73.6389 40.7395)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Total cycles","422","65","TOP01","ST01","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Fertility preservation cycles","63","65","TOP01","ST02","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Pregnancies","116","65","TOP01","ST03","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Deliveries","102","65","TOP01","ST04","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Total infants born","109","65","TOP01","ST05","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Donor egg services","Yes","65","TOP01","ST09","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Donated embryo services","No","65","TOP01","ST10","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","65","TOP01","ST11","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","65","TOP01","ST12","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Gestational carrier services","Yes","65","TOP01","ST13","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","SART member","Yes","65","TOP01","ST14","POINT (-122.534 37.9439)"
"2022","CA","California","Marin Fertility Center","Peter S. Uzelac, MD","1100 S. Eliseo Dr, Suite 107","Greenbrae","94904","(415) 925-9404","Open","Clinic Services & Profile","Verified lab accreditation","Yes","65","TOP01","ST15","POINT (-122.534 37.9439)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Total cycles","260","66","TOP01","ST01","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Fertility preservation cycles","*","66","TOP01","ST02","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Pregnancies","64","66","TOP01","ST03","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Deliveries","37","66","TOP01","ST04","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Total infants born","39","66","TOP01","ST05","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Donor egg services","Yes","66","TOP01","ST09","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Donated embryo services","Yes","66","TOP01","ST10","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Embryo cryopreservation services","Yes","66","TOP01","ST11","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Egg cryopreservation services","Yes","66","TOP01","ST12","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Gestational carrier services","Yes","66","TOP01","ST13","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","SART member","Yes","66","TOP01","ST14","POINT (-86.8109 36.1523)"
"2022","TN","Tennessee","The Center for Reproductive Health","Jaime M. Vasquez, MD","2410 Patterson St, Suite 401","Nashville","37203","(615) 321-8899","Closed","Clinic Services & Profile","Verified lab accreditation","Yes","66","TOP01","ST15","POINT (-86.8109 36.1523)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Total cycles","1513","70","TOP01","ST01","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Fertility preservation cycles","39","70","TOP01","ST02","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Pregnancies","512","70","TOP01","ST03","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Deliveries","438","70","TOP01","ST04","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Total infants born","464","70","TOP01","ST05","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Donor egg services","Yes","70","TOP01","ST09","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Donated embryo services","No","70","TOP01","ST10","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","70","TOP01","ST11","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","70","TOP01","ST12","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Gestational carrier services","Yes","70","TOP01","ST13","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","SART member","Yes","70","TOP01","ST14","POINT (-93.263 44.951)"
"2022","MN","Minnesota","Center for Reproductive Medicine, Advanced Reproductive Technologies","Mark A. Damario, MD","2828 Chicago Ave South, Suite 400","Minneapolis","55407","(612) 863-5390","Open","Clinic Services & Profile","Verified lab accreditation","Yes","70","TOP01","ST15","POINT (-93.263 44.951)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Total cycles","234","72","TOP01","ST01","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Fertility preservation cycles","*","72","TOP01","ST02","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Pregnancies","48","72","TOP01","ST03","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Deliveries","41","72","TOP01","ST04","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Total infants born","42","72","TOP01","ST05","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Donor egg services","No","72","TOP01","ST09","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Donated embryo services","No","72","TOP01","ST10","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","72","TOP01","ST11","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","72","TOP01","ST12","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Gestational carrier services","No","72","TOP01","ST13","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","SART member","Yes","72","TOP01","ST14","POINT (-86.0399 39.9003)"
"2022","IN","Indiana","Community Fertility Specialty Care","David E. Carnovale, MD","7250 Clearvista Dr, Suite 190","Indianapolis","46256","(317) 621-0600","Open","Clinic Services & Profile","Verified lab accreditation","Yes","72","TOP01","ST15","POINT (-86.0399 39.9003)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Total cycles","856","73","TOP01","ST01","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Fertility preservation cycles","34","73","TOP01","ST02","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Pregnancies","186","73","TOP01","ST03","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Deliveries","174","73","TOP01","ST04","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Total infants born","175","73","TOP01","ST05","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Donor egg services","Yes","73","TOP01","ST09","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Donated embryo services","Yes","73","TOP01","ST10","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","73","TOP01","ST11","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","73","TOP01","ST12","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Gestational carrier services","Yes","73","TOP01","ST13","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","SART member","Yes","73","TOP01","ST14","POINT (-74.2365 40.5216)"
"2022","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Verified lab accreditation","Yes","73","TOP01","ST15","POINT (-74.2365 40.5216)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Total cycles","3436","75","TOP01","ST01","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Fertility preservation cycles","783","75","TOP01","ST02","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Pregnancies","738","75","TOP01","ST03","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Deliveries","629","75","TOP01","ST04","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Total infants born","648","75","TOP01","ST05","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Donor egg services","Yes","75","TOP01","ST09","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Donated embryo services","Yes","75","TOP01","ST10","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","75","TOP01","ST11","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","75","TOP01","ST12","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Gestational carrier services","Yes","75","TOP01","ST13","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","SART member","Yes","75","TOP01","ST14","POINT (-73.9815 40.7668)"
"2022","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Verified lab accreditation","Yes","75","TOP01","ST15","POINT (-73.9815 40.7668)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Total cycles","326","78","TOP01","ST01","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Fertility preservation cycles","9","78","TOP01","ST02","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Pregnancies","106","78","TOP01","ST03","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Deliveries","93","78","TOP01","ST04","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Total infants born","95","78","TOP01","ST05","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Donor egg services","Yes","78","TOP01","ST09","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Donated embryo services","Yes","78","TOP01","ST10","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","78","TOP01","ST11","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","78","TOP01","ST12","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Gestational carrier services","Yes","78","TOP01","ST13","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","SART member","Yes","78","TOP01","ST14","POINT (-73.4877 40.8043)"
"2022","NY","New York","Gold Coast IVF, Reproductive Medicine and Surgery Center","Steven F. Palter, MD","246 Crossways Park Dr West","Woodbury","11797","(516) 682-8900","Open","Clinic Services & Profile","Verified lab accreditation","Yes","78","TOP01","ST15","POINT (-73.4877 40.8043)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Total cycles","723","79","TOP01","ST01","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Fertility preservation cycles","13","79","TOP01","ST02","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Pregnancies","216","79","TOP01","ST03","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Deliveries","182","79","TOP01","ST04","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Total infants born","185","79","TOP01","ST05","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Donor egg services","Yes","79","TOP01","ST09","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Donated embryo services","Yes","79","TOP01","ST10","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","79","TOP01","ST11","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","79","TOP01","ST12","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Gestational carrier services","Yes","79","TOP01","ST13","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","SART member","Yes","79","TOP01","ST14","POINT (-111.851 40.5668)"
"2022","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Open","Clinic Services & Profile","Verified lab accreditation","Yes","79","TOP01","ST15","POINT (-111.851 40.5668)"
"2022","MI","Michigan","Brenda L. Moskovitz, MD, PC",,"415 E. Maple Rd, Suite 101","Troy","48083","(248) 524-1001","Non-reporter","Clinic Services & Profile","Total cycles",,"80","TOP01","ST01","POINT (-83.1392 42.5486)"
"2022","MI","Michigan","Brenda L. Moskovitz, MD, PC",,"415 E. Maple Rd, Suite 101","Troy","48083","(248) 524-1001","Non-reporter","Clinic Services & Profile","Fertility preservation cycles",,"80","TOP01","ST02","POINT (-83.1392 42.5486)"
"2022","MI","Michigan","Brenda L. Moskovitz, MD, PC",,"415 E. Maple Rd, Suite 101","Troy","48083","(248) 524-1001","Non-reporter","Clinic Services & Profile","Pregnancies",,"80","TOP01","ST03","POINT (-83.1392 42.5486)"
"2022","MI","Michigan","Brenda L. Moskovitz, MD, PC",,"415 E. Maple Rd, Suite 101","Troy","48083","(248) 524-1001","Non-reporter","Clinic Services & Profile","Deliveries",,"80","TOP01","ST04","POINT (-83.1392 42.5486)"
"2022","MI","Michigan","Brenda L. Moskovitz, MD, PC",,"415 E. Maple Rd, Suite 101","Troy","48083","(248) 524-1001","Non-reporter","Clinic Services & Profile","Total infants born",,"80","TOP01","ST05","POINT (-83.1392 42.5486)"
"2022","MI","Michigan","Brenda L. Moskovitz, MD, PC",,"415 E. Maple Rd, Suite 101","Troy","48083","(248) 524-1001","Non-reporter","Clinic Services & Profile","Donor egg services",,"80","TOP01","ST09","POINT (-83.1392 42.5486)"
"2022","MI","Michigan","Brenda L. Moskovitz, MD, PC",,"415 E. Maple Rd, Suite 101","Troy","48083","(248) 524-1001","Non-reporter","Clinic Services & Profile","Donated embryo services",,"80","TOP01","ST10","POINT (-83.1392 42.5486)"
