year,locationabbr,locationdesc,facilityname,city,clinic_status,topic,subtopic,data_value,clinicid,geolocation,year
2020,NY,New York,New York Fertility Institute,New York,Open,Clinic Services & Profile,SART member,Yes,227,POINT (-73.9615353 40.7793023),2020
2020,MD,Maryland,Montgomery Fertility Center,Rockville,Open,Clinic Services & Profile,Fertility preservation cycles,0,353,POINT (-77.150731 39.0594042),2020
2020,NV,Nevada,Nevada Fertility Center,Las Vegas,Reorganized,Clinic Services & Profile,SART member,Yes,713,POINT (-115.2422582 36.091798),2020
2020,FL,Florida,Florida Institute for Reproductive Medicine,Jacksonville,Open,Clinic Services & Profile,Fertility preservation cycles,42,231,POINT (-81.6628112 30.3160239),2020
2020,NJ,New Jersey,Reproductive Science Center of New Jersey,Eatontown,Open,Clinic Services & Profile,Verified lab accreditation,Yes,239,POINT (-74.0560827 40.2764915),2020
2020,NJ,New Jersey,Fertility Institute of New Jersey and New York,Oradell,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,266,POINT (-74.0300667 40.9634163),2020
2020,OK,Oklahoma,Bennett Fertility Institute,Oklahoma City,Open,Clinic Services & Profile,Donor egg services,Yes,374,POINT (-97.5772918 35.5286242),2020
2020,CA,California,Los Angeles Reproductive Center (LARC),Encino,Open,Clinic Services & Profile,Total cycles,494,710,POINT (-118.4833653 34.1567864),2020
2020,NJ,New Jersey,Delaware Valley Institute of Fertility & Genetics,Marlton,Open,Clinic Services & Profile,Total infants born,24,322,POINT (-74.919381 39.874387),2020
2020,VA,Virginia,Carilion Clinic Reproductive Medicine and Fertility,Roanoke,Open,Clinic Services & Profile,Pregnancies,44,816,POINT (-79.9418516 37.2614056),2020
2020,UT,Utah,Utah Fertility Center,Pleasant Grove,Open,Clinic Services & Profile,Gestational carrier services,Yes,433,POINT (-111.7612989 40.3605118),2020
2020,CA,California,Zouves Fertility Center,Foster City,Open,Clinic Services & Profile,SART member,Yes,359,POINT (-122.2675786 37.5679205),2020
2020,IL,Illinois,North Shore Fertility,Skokie,Open,Clinic Services & Profile,Donated embryo services,No,520,POINT (-87.7349243 42.0410291),2020
2020,HI,Hawaii,Pacific In Vitro Fertilization Institute,Honolulu,Open,Clinic Services & Profile,Fertility preservation cycles,13,115,POINT (-157.8334591 21.2998428),2020
2020,GA,Georgia,Servy Fertility Institute,Augusta,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,438,POINT (-81.9902529 33.4746478),2020
2020,NJ,New Jersey,Reproductive Medicine Associates of New Jersey,Basking Ridge,Open,Clinic Services & Profile,SART member,Yes,416,POINT (-74.5852298 40.6473264),2020
2020,NY,New York,Noble Fertility Center,New York,Open,Clinic Services & Profile,Donated embryo services,No,617,POINT (-73.9784399 40.747797),2020
2020,CA,California,"Valley Center for Reproductive Health, Inc., West Coast Women's Reproductive Center",Sherman Oaks,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,392,POINT (-118.4490589 34.1584984),2020
2020,NJ,New Jersey,Reproductive Science Center of New Jersey,Eatontown,Open,Clinic Services & Profile,Donor egg services,Yes,239,POINT (-74.0560827 40.2764915),2020
2020,TN,Tennessee,Vanderbilt Fertility Clinic,Franklin,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,821,POINT (-86.8204695 35.9507386),2020
2020,OH,Ohio,Institute for Reproductive Health,Cincinnati,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,143,POINT (-84.4439587 39.148408),2020
2020,CA,California,University Fertility Center,Torrance,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,27,POINT (-118.3499451 33.8119369),2020
2020,OK,Oklahoma,OU Physicians Reproductive Medicine,Oklahoma City,Open,Clinic Services & Profile,Pregnancies,151,9,POINT (-97.5009249 35.4774816),2020
2020,TX,Texas,"Advanced Fertility Centers, PLLC",Odessa,Open,Clinic Services & Profile,Pregnancies,11,622,POINT (-102.36554 31.851106),2020
2020,CA,California,CARE Fertility,Glendale,Open,Clinic Services & Profile,Gestational carrier services,Yes,244,POINT (-118.2321381 34.1517311),2020
2020,MO,Missouri,"Fertility and Reproductive Medicine Center, at Washington University School of Medicine and Barnes-Jewish Hospital",St. Louis,Open,Clinic Services & Profile,Deliveries,259,389,POINT (-90.257001 38.6371826),2020
2020,VA,Virginia,Dominion Fertility and Endocrinology,Arlington,Open,Clinic Services & Profile,Pregnancies,228,327,POINT (-77.1088787 38.8820343),2020
2020,FL,Florida,University of Miami Infertility Center,Miami,Open,Clinic Services & Profile,Pregnancies,74,215,POINT (-80.2158499 25.7886624),2020
2020,CO,Colorado,Colorado Center for Reproductive Medicine,Lone Tree,Open,Clinic Services & Profile,SART member,Yes,49,POINT (-104.8752894 39.5292964),2020
2020,NV,Nevada,Red Rock Fertility Center,Las Vegas,Open,Clinic Services & Profile,SART member,Yes,379,POINT (-115.2908997 36.0859592),2020
2020,CA,California,Kaiser Permanente Center for Reproductive Health-Sacramento,Sacramento,Open,Clinic Services & Profile,Fertility preservation cycles,30,515,POINT (-121.4300727 38.5964236),2020
2020,MA,Massachusetts,Brigham and Women's Hospital Center for Assisted Reproductive Technology,Boston,Open,Clinic Services & Profile,Pregnancies,712,473,POINT (-71.1067408 42.3362036),2020
2020,TX,Texas,Fertility Center of Dallas,Dallas,Open,Clinic Services & Profile,Gestational carrier services,Yes,445,POINT (-96.7776301 32.7907713),2020
2020,DC,District of Columbia,Columbia Fertility Associates,Washington,Open,Clinic Services & Profile,Total infants born,133,370,POINT (-77.052984 38.904908),2020
2020,NJ,New Jersey,"University Reproductive Associates, PC",Hasbrouck Heights,Open,Clinic Services & Profile,Verified lab accreditation,Yes,133,POINT (-74.0736599 40.8585205),2020
2020,VT,Vermont,"University of Vermont Medical Center, Vermont Center for Reproductive Medicine",Burlington,Open,Clinic Services & Profile,Fertility preservation cycles,21,613,POINT (-73.1941277 44.479695),2020
2020,MO,Missouri,Infertility Center of St. Louis,Chesterfield,Open,Clinic Services & Profile,Deliveries,101,420,POINT (-90.5026361 38.6518933),2020
2020,NY,New York,Manhattan Reproductive Medicine,New York,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,25,POINT (-73.9605328 40.7717116),2020
2020,TX,Texas,IVFMD-Arlington,Arlington,Open,Clinic Services & Profile,Pregnancies,60,827,POINT (-97.1133526 32.6905651),2020
2020,NY,New York,Extend Fertility,New York,Open,Clinic Services & Profile,Fertility preservation cycles,581,805,POINT (-73.9806094 40.7654125),2020
2020,IL,Illinois,Fertility Centers of Illinois-River North IVF,Chicago,Open,Clinic Services & Profile,Deliveries,741,275,POINT (-87.6444211 41.8990278),2020
2020,CA,California,Laurel Fertility Care,San Francisco,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,19,POINT (-122.4230564 37.790523),2020
2020,HI,Hawaii,Tripler Army Medical Center IVF Institute,Tripler AMC,Open,Clinic Services & Profile,Total cycles,264,474,POINT (-157.8904122 21.359566),2020
2020,PA,Pennsylvania,Penn State Milton S. Hershey Medical Center,Hershey,Open,Clinic Services & Profile,Gestational carrier services,No,6,POINT (-76.6611392 40.2701599),2020
2020,TX,Texas,Fertility and Advanced Reproductive Medicine,Dallas,Open,Clinic Services & Profile,Verified lab accreditation,Yes,238,POINT (-96.8464282 32.8161319),2020
2020,CA,California,California Fertility Partners,Los Angeles,Open,Clinic Services & Profile,Total cycles,1293,220,POINT (-118.462978 34.0473073),2020
2020,NC,North Carolina,"North Carolina Center for Reproductive Medicine, The Talbert Fertility Institute",Cary,Open,Clinic Services & Profile,Total infants born,103,347,POINT (-78.7866267 35.7375177),2020
2020,PA,Pennsylvania,Shady Grove Fertility-Pennsylvania,Wayne,Open,Clinic Services & Profile,Donor egg services,Yes,2,POINT (-75.4618736 40.0681343),2020
2020,CA,California,"Unity Fertility Center, LLC",Pasadena,Open,Clinic Services & Profile,Deliveries,7,810,POINT (-118.150714 34.134987),2020
2020,IL,Illinois,Institute for Human Reproduction (IHR),Chicago,Open,Clinic Services & Profile,Fertility preservation cycles,115,1,POINT (-87.6390277 41.894496),2020
2020,TX,Texas,"Austin Fertility Institute, PA",Austin,Open,Clinic Services & Profile,Fertility preservation cycles,13,112,POINT (-97.7031471 30.4094715),2020
2020,NY,New York,Westmed Reproductive Services,Purchase,Open,Clinic Services & Profile,Deliveries,84,625,POINT (-73.6963082 41.0094546),2020
2020,IL,Illinois,Southern Illinois University School of Medicine Fertility and IVF Center,Springfield,Open,Clinic Services & Profile,Total infants born,74,174,POINT (-89.6582196 39.8094222),2020
2020,NJ,New Jersey,Valley Hospital Fertility Center,Paramus,Open,Clinic Services & Profile,Donor egg services,Yes,106,POINT (-74.0688413 40.9646001),2020
2020,NC,North Carolina,"Program for Assisted Reproduction at Atrium Health's Carolinas Medical Center, CMC Women's Institute",Charlotte,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,217,POINT (-80.8389033 35.2049751),2020
2020,MO,Missouri,Fertility Partnership,Saint Peters,Open,Clinic Services & Profile,Total cycles,389,387,POINT (-90.5950078 38.7970685),2020
2020,HI,Hawaii,Advanced Reproductive Center of Hawaii,Honolulu,Open,Clinic Services & Profile,Deliveries,31,277,POINT (-157.8337386 21.2999149),2020
2020,CA,California,"Kathleen Kornafel, MD, PhD",Glendale,Open,Clinic Services & Profile,Pregnancies,10,368,POINT (-118.2301577 34.1527325),2020
2020,NJ,New Jersey,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center",Livingston,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,54,POINT (-74.3047629 40.7631494),2020
2020,KY,Kentucky,"Fertility & Endocrine Associates, Louisville Reproductive Center",Louisville,Open,Clinic Services & Profile,Deliveries,51,281,POINT (-85.6321819 38.2354361),2020
2020,IL,Illinois,North Shore Fertility,Skokie,Open,Clinic Services & Profile,Total infants born,30,520,POINT (-87.7349243 42.0410291),2020
2020,MN,Minnesota,"Center for Reproductive Medicine, Advanced Reproductive Technologies",Minneapolis,Open,Clinic Services & Profile,Gestational carrier services,Yes,70,POINT (-93.2630386 44.9509544),2020
2020,IL,Illinois,"Daniel Rostein, MD, SC",Oak Brook,Open,Clinic Services & Profile,Donor egg services,Yes,444,POINT (-87.9728757 41.845202),2020
2020,GA,Georgia,Reproductive Medicine and Infertility Associates,Augusta,Open,Clinic Services & Profile,Total cycles,193,286,POINT (-81.9902937 33.4747074),2020
2020,CA,California,Naval Medical Center San Diego Infertility Clinic,San Diego,Reorganized,Clinic Services & Profile,Total cycles,235,197,POINT (-117.1466 32.7242),2020
2020,CO,Colorado,CNY Fertility Colorado,Colorado Springs,Open,Clinic Services & Profile,Fertility preservation cycles,*,153,POINT (-104.7891021 38.8282693),2020
2020,CA,California,Pacific Fertility Center-Los Angeles,Los Angeles,Open,Clinic Services & Profile,Total infants born,254,99,POINT (-118.4448408 34.0590518),2020
2020,IL,Illinois,Northwestern Fertility and Reproductive Medicine,Chicago,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,390,POINT (-87.620776 41.8938912),2020
2020,NJ,New Jersey,Reproductive Science Center of New Jersey,Eatontown,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,239,POINT (-74.0560827 40.2764915),2020
2020,NC,North Carolina,UNC Fertility,Raleigh,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,344,POINT (-78.7636599 35.9067499),2020
2020,FL,Florida,The IVF Center,Winter Park,Reorganized,Clinic Services & Profile,Verified lab accreditation,Yes,295,POINT (-81.2756707 28.611928),2020
2020,CA,California,Kaiser Permanente Center for Reproductive Health-Fremont,Fremont,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,467,POINT (-121.9766819 37.5540178),2020
2020,CA,California,"Reproductive Fertility Center, LinFertility Family Foundation",Irvine,Open,Clinic Services & Profile,SART member,No,446,POINT (-117.773255 33.660353),2020
2020,VA,Virginia,Dominion Fertility and Endocrinology,Arlington,Open,Clinic Services & Profile,Total infants born,185,327,POINT (-77.1088787 38.8820343),2020
2020,PA,Pennsylvania,Main Line Fertility & Reproductive Medicine,Bryn Mawr,Open,Clinic Services & Profile,Verified lab accreditation,Yes,167,POINT (-75.3213591 40.0204715),2020
2020,LA,Louisiana,"Fertility Answers, LLC",Baton Rouge,Open,Clinic Services & Profile,Gestational carrier services,Yes,606,POINT (-91.0373424 30.3857929),2020
2020,MD,Maryland,"The A.R.T. Institute of Washington, Inc., Walter Reed National Military Medical Center",Bethesda,Open,Clinic Services & Profile,Total cycles,605,15,POINT (-77.0935096 39.0017771),2020
2020,IL,Illinois,"Daniel Rostein, MD, SC",Oak Brook,Open,Clinic Services & Profile,Verified lab accreditation,Yes,444,POINT (-87.9728757 41.845202),2020
2020,IN,Indiana,Community Fertility Specialty Care,Indianapolis,Open,Clinic Services & Profile,Total infants born,40,72,POINT (-86.0399155 39.9003186),2020
2020,CO,Colorado,Colorado Reproductive Endocrinology,Denver,Open,Clinic Services & Profile,Deliveries,24,150,POINT (-104.9344136 39.7327454),2020
2020,MA,Massachusetts,CCRM Boston,Newton,Open,Clinic Services & Profile,Total cycles,1028,801,POINT (-71.1800046 42.3186196),2020
2020,NY,New York,Manhattan Reproductive Medicine,New York,Open,Clinic Services & Profile,Total cycles,25,25,POINT (-73.9605328 40.7717116),2020
2020,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Total cycles,1385,398,POINT (-75.1961285 39.9567829),2020
2020,NY,New York,Chelsea Fertility NYC,New York,Open,Clinic Services & Profile,Total infants born,21,607,POINT (-73.979251 40.748924),2020
2020,LA,Louisiana,"Fertility Answers, LLC",Baton Rouge,Open,Clinic Services & Profile,Verified lab accreditation,Yes,606,POINT (-91.0373424 30.3857929),2020
2020,IL,Illinois,Northwestern Fertility and Reproductive Medicine,Chicago,Open,Clinic Services & Profile,Fertility preservation cycles,377,390,POINT (-87.620776 41.8938912),2020
2020,AZ,Arizona,Bloom Reproductive Institute,Scottsdale,Open,Clinic Services & Profile,Pregnancies,146,712,POINT (-111.890765 33.5572757),2020
2020,MN,Minnesota,"Center for Reproductive Medicine, Advanced Reproductive Technologies",Minneapolis,Open,Clinic Services & Profile,Donor egg services,Yes,70,POINT (-93.2630386 44.9509544),2020
2020,CA,California,Pacific Reproductive Center,Torrance,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,188,POINT (-118.3497208 33.8149405),2020
2020,NC,North Carolina,UNC Fertility,Raleigh,Open,Clinic Services & Profile,Gestational carrier services,Yes,344,POINT (-78.7636599 35.9067499),2020
2020,AZ,Arizona,New Direction Fertility Centers,Gilbert,Open,Clinic Services & Profile,SART member,No,629,POINT (-111.7522832 33.2964125),2020
2020,TX,Texas,Houston Fertility Institute,Houston,Reorganized,Clinic Services & Profile,Pregnancies,1328,104,POINT (-95.5221211 29.7403727),2020
2020,WI,Wisconsin,Reproductive Specialty Center,Milwaukee,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,343,POINT (-87.8786794 43.0612692),2020
2020,CA,California,Kaiser Permanente Center for Reproductive Health-Fremont,Fremont,Open,Clinic Services & Profile,Gestational carrier services,Yes,467,POINT (-121.9766819 37.5540178),2020
2020,CA,California,CMD Fertility,Los Angeles,Open,Clinic Services & Profile,Pregnancies,62,714,POINT (-118.4448382 34.0590528),2020
2020,UT,Utah,Conceptions Fertility Center,Provo,Open,Clinic Services & Profile,Total cycles,158,833,POINT (-111.6755109 40.2602691),2020
2020,CA,California,Reproductive Sciences Medical Center,San Diego,Open,Clinic Services & Profile,SART member,No,602,POINT (-117.2342049 32.9363628),2020
2020,WI,Wisconsin,"Froedtert & Medical College of Wisconsin, Reproductive Medicine Center",Menomonee Falls,Open,Clinic Services & Profile,Donated embryo services,Yes,183,POINT (-88.071762 43.1449966),2020
2020,CA,California,Spring Fertility,San Francisco,Open,Clinic Services & Profile,Total infants born,568,723,POINT (-122.4224403 37.7867053),2020
2020,CO,Colorado,Rocky Mountain Center for Reproductive Medicine,Fort Collins,Open,Clinic Services & Profile,Total infants born,32,110,POINT (-105.0585269 40.574467),2020
2020,IL,Illinois,Vios Fertility Institute-Swansea,Swansea,Open,Clinic Services & Profile,Gestational carrier services,Yes,702,POINT (-89.9867909 38.5662166),2020
2020,CO,Colorado,Conceptions Reproductive Associates of Colorado,Littleton,Open,Clinic Services & Profile,Fertility preservation cycles,7,91,POINT (-104.9929664 39.5673397),2020
2020,WI,Wisconsin,"Aurora Health Care-Aurora Fertility Services, The Women's Center at Aurora BayCare Medical Center",Green Bay,Reorganized,Clinic Services & Profile,Total cycles,203,525,POINT (-87.9406799 44.4750088),2020
2020,KS,Kansas,Center for Advanced Reproductive Medicine,Overland Park,Open,Clinic Services & Profile,Donor egg services,Yes,508,POINT (-94.6481872 38.933094),2020
2020,NY,New York,"Hudson Valley Fertility, PLLC",Fishkill,Open,Clinic Services & Profile,Donated embryo services,Yes,259,POINT (-73.8965002 41.5243311),2020
2020,CA,California,Kindbody-San Francisco,San Francisco,Open,Clinic Services & Profile,Total cycles,159,829,POINT (-122.4019492 37.7901907),2020
2020,TX,Texas,Texas Center for Reproductive Health,Dallas,Open,Clinic Services & Profile,Verified lab accreditation,Yes,376,POINT (-96.7801012 32.7901014),2020
2020,IL,Illinois,Chicago IVF,Skokie,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,323,POINT (-87.7583733 42.0619287),2020
2020,TX,Texas,ReproMed Fertility Center,Dallas,Open,Clinic Services & Profile,SART member,Yes,24,POINT (-96.7850174 32.7972286),2020
2020,FL,Florida,Florida Institute for Reproductive Medicine,Jacksonville,Open,Clinic Services & Profile,Verified lab accreditation,Yes,231,POINT (-81.6628112 30.3160239),2020
2020,FL,Florida,"Fertility & IVF Center of Miami, Inc.",Miami,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,241,POINT (-80.3407135 25.6830356),2020
2020,NV,Nevada,Fertility Center of Las Vegas,Las Vegas,Open,Clinic Services & Profile,Verified lab accreditation,Yes,233,POINT (-115.2895463 36.1429759),2020
2020,IL,Illinois,Advanced Reproductive Center,Rockford,Open,Clinic Services & Profile,Gestational carrier services,Yes,623,POINT (-88.9989219 42.2719875),2020
2020,MI,Michigan,Reproductive Medicine Associates of Michigan,Troy,Open,Clinic Services & Profile,Total cycles,879,320,POINT (-83.1508892 42.5681704),2020
2020,NV,Nevada,The Nevada Center for Reproductive Medicine,Reno,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,304,POINT (-119.7976984 39.4746368),2020
2020,SC,South Carolina,Coastal Fertility Specialists,Mount Pleasant,Open,Clinic Services & Profile,Deliveries,407,89,POINT (-79.8534693 32.8164581),2020
2020,MN,Minnesota,CCRM Minneapolis,Edina,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,611,POINT (-93.3271521 44.8841348),2020
2020,OH,Ohio,Reproductive Gynecology & Infertility-Westerville,Westerville,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,262,POINT (-82.9465586 40.1403754),2020
2020,CA,California,Hanabusa IVF,San Diego,Open,Clinic Services & Profile,Total infants born,63,616,POINT (-117.2035 32.8919),2020
2020,FL,Florida,Palm Beach Fertility Center,Boca Raton,Open,Clinic Services & Profile,Total infants born,48,453,POINT (-80.1546332 26.3511591),2020
2020,NY,New York,NYU Langone Fertility Center,New York,Open,Clinic Services & Profile,SART member,Yes,46,POINT (-73.9714649 40.7459714),2020
2020,CA,California,Fertility Center of Southern California,Irvine,Open,Clinic Services & Profile,Pregnancies,97,211,POINT (-117.7941488 33.6757475),2020
2020,FL,Florida,Brown Fertility,Jacksonville,Open,Clinic Services & Profile,Deliveries,248,329,POINT (-81.5353868 30.139213),2020
2020,NJ,New Jersey,"Center for Reproductive Medicine and Fertility, Louis R. Manara, DO",Voorhees,Open,Clinic Services & Profile,Fertility preservation cycles,*,485,POINT (-74.923252 39.8426462),2020
2020,NY,New York,Northwell Health Fertility,Manhasset,Open,Clinic Services & Profile,Fertility preservation cycles,88,92,POINT (-73.7009628 40.775253),2020
2020,DE,Delaware,"Delaware Institute for Reproductive Medicine, PA",Newark,Open,Clinic Services & Profile,Total cycles,372,20,POINT (-75.6731775 39.6859859),2020
2020,FL,Florida,Viera Fertility Center,Melbourne,Open,Clinic Services & Profile,Donated embryo services,Yes,21,POINT (-80.6735252 28.209143),2020
2020,MA,Massachusetts,Baystate Reproductive Medicine,Springfield,Open,Clinic Services & Profile,Deliveries,163,154,POINT (-72.6100348 42.1229554),2020
2020,IL,Illinois,Vios Fertility Institute-Chicago,Chicago,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,807,POINT (-87.6436037 41.877024),2020
2020,WA,Washington,Center for Reproductive Health,Spokane,Open,Clinic Services & Profile,Fertility preservation cycles,*,371,POINT (-117.4136438 47.6634717),2020
2020,CA,California,"Alex Steinleitner, MD, Inc.",San Luis Obispo,Open,Clinic Services & Profile,Donor egg services,Yes,301,POINT (-120.6650384 35.2919447),2020
2020,CA,California,Gen 5 Fertility Center,San Diego,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,832,POINT (-117.2381832 32.9195428),2020
2020,OH,Ohio,SpringCreek Fertility,Dayton,Open,Clinic Services & Profile,Deliveries,168,618,POINT (-84.1389377 39.6422362),2020
2020,WI,Wisconsin,"Aurora Health Care-Aurora Fertility Services, The Women's Center at Aurora BayCare Medical Center",Green Bay,Reorganized,Clinic Services & Profile,SART member,Yes,525,POINT (-87.9406799 44.4750088),2020
2020,NJ,New Jersey,South Jersey Fertility Center,Marlton,Open,Clinic Services & Profile,Total infants born,229,43,POINT (-74.9246956 39.8846808),2020
2020,OH,Ohio,University Hospitals Fertility Center,Beachwood,Open,Clinic Services & Profile,Verified lab accreditation,Yes,331,POINT (-81.4949648 41.4525619),2020
2020,FL,Florida,Florida Fertility Institute,Clearwater,Open,Clinic Services & Profile,Fertility preservation cycles,11,383,POINT (-82.7074751 28.0103991),2020
2020,HI,Hawaii,Pacific In Vitro Fertilization Institute,Honolulu,Open,Clinic Services & Profile,Deliveries,66,115,POINT (-157.8334591 21.2998428),2020
2020,TX,Texas,The Centre for Reproductive Medicine,Lubbock,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,98,POINT (-101.8884377 33.5746752),2020
2020,TX,Texas,"Fora Fertility, PLLC",Austin,Open,Clinic Services & Profile,Donor egg services,No,843,POINT (-97.7396 30.2896),2020
2020,NY,New York,CCRM New York,New York,Open,Clinic Services & Profile,Donor egg services,Yes,708,POINT (-73.9823263 40.7628107),2020
2020,CA,California,California Fertility Partners,Los Angeles,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,220,POINT (-118.462978 34.0473073),2020
2020,FL,Florida,Palm Beach Fertility Center,Boca Raton,Open,Clinic Services & Profile,Deliveries,42,453,POINT (-80.1546332 26.3511591),2020
2020,CA,California,LA IVF Clinic,Los Angeles,Open,Clinic Services & Profile,SART member,No,615,POINT (-118.24368 34.05223),2020
2020,CT,Connecticut,"Greenwich Fertility and IVF Center, PC",Greenwich,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,313,POINT (-73.6466663 41.0163127),2020
2020,CT,Connecticut,Reproductive Medicine Associates of Connecticut,Norwalk,Open,Clinic Services & Profile,Total infants born,554,273,POINT (-73.4208842 41.159657),2020
2020,NY,New York,Center for Human Reproduction (CHR),New York,Open,Clinic Services & Profile,SART member,Yes,441,POINT (-73.9663333 40.7698378),2020
2020,CA,California,"Central California IVF Program, Women's Specialty and Fertility Center",Clovis,Open,Clinic Services & Profile,Donor egg services,Yes,178,POINT (-119.6607828 36.8417781),2020
2020,CT,Connecticut,Center for Advanced Reproductive Services,Farmington,Open,Clinic Services & Profile,Total cycles,1844,235,POINT (-72.8001018 41.7068611),2020
2020,PA,Pennsylvania,Family Fertility Center,Bethlehem,Open,Clinic Services & Profile,Donor egg services,Yes,142,POINT (-75.3844598 40.6672455),2020
2020,CA,California,San Diego Fertility Center,San Diego,Open,Clinic Services & Profile,Donor egg services,Yes,705,POINT (-117.2373436 32.9276383),2020
2020,CA,California,"Center for Reproductive Health & Gynecology, (CRH&G)",Beverly Hills,Open,Clinic Services & Profile,Total infants born,21,482,POINT (-118.3766008 34.0672885),2020
2020,IL,Illinois,"Davies Fertility & IVF Specialists, SC",Glenview,Open,Clinic Services & Profile,Deliveries,79,518,POINT (-87.8242485 42.1029269),2020
2020,CA,California,American Reproductive Centers,Palm Springs,Open,Clinic Services & Profile,Total cycles,113,138,POINT (-116.5458382 33.8391542),2020
2020,PA,Pennsylvania,Reproductive Medicine Associates of Philadelphia,King of Prussia,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,146,POINT (-75.4032424 40.0973254),2020
2020,FL,Florida,Viera Fertility Center,Melbourne,Open,Clinic Services & Profile,Verified lab accreditation,Yes,21,POINT (-80.6735252 28.209143),2020
2020,NJ,New Jersey,Valley Hospital Fertility Center,Paramus,Open,Clinic Services & Profile,Gestational carrier services,Yes,106,POINT (-74.0688413 40.9646001),2020
2020,TX,Texas,Texas Center for Reproductive Health,Dallas,Open,Clinic Services & Profile,SART member,Yes,376,POINT (-96.7801012 32.7901014),2020
2020,OH,Ohio,Cleveland Clinic Fertility Center,Beachwood,Open,Clinic Services & Profile,Total infants born,260,380,POINT (-81.4892344 41.5004534),2020
2020,IN,Indiana,"Boston IVF Fertility Services at The Women's Hospital, LLC",Newburgh,Open,Clinic Services & Profile,Pregnancies,228,514,POINT (-87.447491 37.9738741),2020
2020,CA,California,Fertility Care of Orange County,Brea,Open,Clinic Services & Profile,Donor egg services,Yes,148,POINT (-117.8980323 33.9219432),2020
2020,IL,Illinois,Fertility Centers of Illinois-Highland Park IVF Center,Highland Park,Open,Clinic Services & Profile,Donor egg services,Yes,63,POINT (-87.8080661 42.1897383),2020
2020,TX,Texas,Aspire Fertility-Houston,Houston,Open,Clinic Services & Profile,SART member,Yes,252,POINT (-95.4104406 29.6986432),2020
2020,CA,California,Reproductive Partners Fertility Center-San Diego,La Jolla,Open,Clinic Services & Profile,SART member,Yes,339,POINT (-117.2264406 32.8832558),2020
2020,TX,Texas,Advanced Fertility Center of Texas,Houston,Open,Clinic Services & Profile,Deliveries,87,489,POINT (-95.5701785 29.7837203),2020
2020,CA,California,San Diego Fertility Center,San Diego,Open,Clinic Services & Profile,Total infants born,683,705,POINT (-117.2373436 32.9276383),2020
2020,LA,Louisiana,"Fertility Answers, LLC",Baton Rouge,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,606,POINT (-91.0373424 30.3857929),2020
2020,MI,Michigan,Henry Ford Reproductive Medicine,Troy,Open,Clinic Services & Profile,Verified lab accreditation,Yes,632,POINT (-83.1487195 42.5601481),2020
2020,AZ,Arizona,Bloom Reproductive Institute,Scottsdale,Open,Clinic Services & Profile,Deliveries,114,712,POINT (-111.890765 33.5572757),2020
2020,VT,Vermont,"University of Vermont Medical Center, Vermont Center for Reproductive Medicine",Burlington,Open,Clinic Services & Profile,Gestational carrier services,No,613,POINT (-73.1941277 44.479695),2020
2020,FL,Florida,Conceptions Florida: Center for Fertility and Genetics,Coral Gables,Open,Clinic Services & Profile,Fertility preservation cycles,26,450,POINT (-80.2577452 25.7312214),2020
2020,NM,New Mexico,"Caperton Fertility Institute, LLC",Albuquerque,Open,Clinic Services & Profile,Deliveries,70,722,POINT (-106.593345 35.1544681),2020
2020,CA,California,LA IVF Clinic,Los Angeles,Open,Clinic Services & Profile,Total infants born,37,615,POINT (-118.24368 34.05223),2020
2020,TX,Texas,ReproMed Fertility Center,Dallas,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,24,POINT (-96.7850174 32.7972286),2020
2020,MS,Mississippi,University of Mississippi Medical Center,Flowood,Open,Clinic Services & Profile,Total infants born,20,114,POINT (-90.1127638 32.3275748),2020
