"Year","LocationAbbr","LocationDesc","FacilityName","MedicalDirector","Address","City","Zipcode","Phone","Clinic Status","Topic","SubTopic","Data_Value","ClinicId","TopicId","SubTopicId","Geolocation"
"2021","CA","California","Oma Fertility Santa Barbara","Daniel Rychlik, MD","2323 Oak Park Lane, Suite 102","Santa Barbara","93105","(866) 589-2020","Open","Clinic Services & Profile","Donated embryo services","No","887","TOP01","ST10","POINT (-119.7251 34.4287)"
"2021","OH","Ohio","University Hospitals Fertility Center","Rebecca Flyckt, MD","Kathy Risman Pavilion, 1000 Auburn Dr, Suite 310","Beachwood","44122","(216) 285-5028","Open","Clinic Services & Profile","SART member","Yes","331","TOP01","ST14","POINT (-81.495 41.4526)"
"2021","FL","Florida","University of Miami Infertility Center","George R. Attia, MD","1400 N.W. 12th Ave, Suite 5","Miami","33136","(305) 243-1622","Open","Clinic Services & Profile","Donated embryo services","No","215","TOP01","ST10","POINT (-80.2158 25.7887)"
"2021","NY","New York","Extend Fertility","Joshua U. Klein, MD","200 W. 57th St, Suite 1101","New York","10019","(212) 810-2828","Open","Clinic Services & Profile","Deliveries","151","805","TOP01","ST04","POINT (-73.9806 40.7654)"
"2021","GA","Georgia","Pathways Fertility","Nestor E. Dourron, MD","371 E. Paces Ferry Rd, Suite 400","Atlanta","30305","(404) 228-7199","Open","Clinic Services & Profile","Deliveries","55","837","TOP01","ST04","POINT (-84.388 33.749)"
"2021","OH","Ohio","Ohio Reproductive Medicine","Grant E. Schmidt, MD, PHD","535 Reach Blvd, Suite 200","Columbus","43215","(614) 451-2280","Open","Clinic Services & Profile","Deliveries","224","136","TOP01","ST04","POINT (-83.0381 40.0585)"
"2021","CA","California","The Center for Fertility and Gynecology, Vermesh Center for Fertility","Michael Vermesh, MD","18370 Burbank Blvd, Suite 301","Tarzana","91356","(818) 881-9800","Open","Clinic Services & Profile","Donated embryo services","Yes","458","TOP01","ST10","POINT (-118.533 34.1704)"
"2021","CT","Connecticut","Greenwich Fertility and IVF Center, PC","Barry R. Witt, MD","55 Holly Hill Ln, Suite 270","Greenwich","06830","(203) 863-2990","Open","Clinic Services & Profile","Fertility preservation cycles","53","313","TOP01","ST02","POINT (-73.6467 41.0163)"
"2021","CA","California","American Fertility Medical Center Corporation","Vuk Jovanovic, MD","1370 Valley Vista Dr, Suite 135","Diamond Bar","91765","(909) 777-8888","Open","Clinic Services & Profile","Verified lab accreditation","Yes","839","TOP01","ST15","POINT (-117.81 34.0286)"
"2021","TN","Tennessee","Southeastern Center for Fertility and Reproductive Surgery, PLLC","John D. Gordon, MD","11126 Kingston Pike","Knoxville","37934","(865) 777-0088","Open","Clinic Services & Profile","SART member","No","436","TOP01","ST14","POINT (-84.1503 35.8858)"
"2021","CA","California","Western Fertility Institute","Ashim V. Kumar, MD","16260 Ventura Blvd, Suite 210","Encino","91436","(818) 292-2242","Open","Clinic Services & Profile","Total cycles","711","706","TOP01","ST01","POINT (-118.488 34.1567)"
"2021","IL","Illinois","Center for Reproductive Care","Mary W. Molo, MD","1725 W. Harrison St, Suite 408E","Chicago","60612","(312) 942-3835","Open","Clinic Services & Profile","Total cycles","363","57","TOP01","ST01","POINT (-87.6701 41.8729)"
"2021","MN","Minnesota","Midwest Center for Reproductive Health, PA","Randle S. Corfman, MD, PHD","Arbor Lakes Medical Building, 12000 Elm Creek Blvd North, Suite 350","Maple Grove","55369","(763) 494-7700","Closed","Clinic Services & Profile","Embryo cryopreservation services","Yes","140","TOP01","ST11","POINT (-93.4333 45.0957)"
"2021","HI","Hawaii","Fertility Institute of Hawaii","John L. Frattarelli, MD","1401 S. Beretania St, Suite 250","Honolulu","96814","(808) 545-2800","Open","Clinic Services & Profile","SART member","Yes","219","TOP01","ST14","POINT (-157.839 21.2996)"
"2021","CA","California","Gen 5 Fertility Center","Samuel H. Wood, MD, PHD","3420 Carmel Mountain Rd, Suite 200","San Diego","92121","(858) 267-4365","Open","Clinic Services & Profile","Total infants born","78","832","TOP01","ST05","POINT (-117.238 32.9195)"
"2021","TX","Texas","Brooke Army Medical Center","Terrence D. Lewis, MD, PHD","Department of Obstetrics & Gynecology, 3551 Roger Brooke Dr","Fort Sam Houston","78234","(210) 916-6305","Reorganized","Clinic Services & Profile","Total cycles","188","289","TOP01","ST01","POINT (-97.316 37.7018)"
"2021","FL","Florida","Assisted Fertility Program","Marwan M. Shaykh, MD","3627 University Blvd South, Suite 450","Jacksonville","32216","(904) 398-1473","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","190","TOP01","ST11","POINT (-81.601 30.2873)"
"2021","GA","Georgia","The Georgia Center for Reproductive Medicine","Patrick L. Blohm, MD","5354 Reynolds St, Suite 510","Savannah","31405","(912) 352-8588","Open","Clinic Services & Profile","Verified lab accreditation","Yes","144","TOP01","ST15","POINT (-81.0996 32.0276)"
"2021","NV","Nevada","Nevada Fertility Center","Russell A. Foulk, MD","5320 S. Rainbow Blvd, Suite 300","Las Vegas","89118","(702) 892-9696","Open","Clinic Services & Profile","Donor egg services","Yes","713","TOP01","ST09","POINT (-115.242 36.0918)"
"2021","AL","Alabama","Innovative Fertility Specialists","Nicholas A. Cataldo, MD","One Inverness Center Pkwy, Suite 210","Birmingham","35242","(205) 509-0700","Open","Clinic Services & Profile","SART member","No","881","TOP01","ST14","POINT (-86.7028 33.4236)"
"2021","OH","Ohio","SpringCreek Fertility","Jeremy M. Groll, MD","7095 Clyo Rd","Dayton","45459","(937) 458-5084","Open","Clinic Services & Profile","Total cycles","856","618","TOP01","ST01","POINT (-84.1389 39.6422)"
"2021","TX","Texas","Conceive Fertility Center","Derek Haas, MD","6750 N. MacArthur Blvd, Suite 100","Irving","75039","(214) 224-0778","Open","Clinic Services & Profile","Donated embryo services","No","811","TOP01","ST10","POINT (-96.9572 32.9012)"
"2021","TX","Texas","Family Fertility Center","Laura Detti, MD","Texas Children's Pavilion for Women, 6651 Main St, Suite E350","Houston","77030","(832) 826-7463","Open","Clinic Services & Profile","Verified lab accreditation","Yes","451","TOP01","ST15","POINT (-95.4027 29.7082)"
"2021","MI","Michigan","Michigan Reproductive Medicine","Michael S. Mersol-Barg, MD","41000 Woodward Ave, Suite 100E","Bloomfield Hills","48304","(248) 593-6990","Open","Clinic Services & Profile","Total infants born","53","364","TOP01","ST05","POINT (-83.2485 42.5906)"
"2021","NC","North Carolina","UNC Fertility","Christina C. Mitchell, MD","7920 ACC Blvd, Suite 300","Raleigh","27617","(919) 908-0000","Reorganized","Clinic Services & Profile","Donated embryo services","Yes","344","TOP01","ST10","POINT (-78.7637 35.9067)"
"2021","FL","Florida","UF Health Reproductive Medicine at Springhill","Alice S. Rhoton-Vlasak, MD","4037 N.W. 86th Terrace, 1st Floor","Gainesville","32606","(352) 265-2229","Open","Clinic Services & Profile","Verified lab accreditation","Yes","434","TOP01","ST15","POINT (-82.4338 29.6903)"
"2021","WV","West Virginia","Cabell Huntington Hospital, Center for Advanced Reproductive Medicine","William N. Burns, MD","1600 Medical Center Dr, Suite 4500","Huntington","25701","(304) 526-2602","Open","Clinic Services & Profile","Donor egg services","Yes","493","TOP01","ST09","POINT (-82.4269 38.4091)"
"2021","AZ","Arizona","Arizona Reproductive Medicine Specialists, LLC","Drew V. Moffitt, MD","1701 E. Thomas Rd, Bldg 1, Suite 101","Phoenix","85016","(602) 343-2767","Open","Clinic Services & Profile","Fertility preservation cycles","10","454","TOP01","ST02","POINT (-112.045 33.4799)"
"2021","MN","Minnesota","CCRM Minneapolis","April E. Batcheller, MD","6565 France Ave South, Suite 400","Edina","55435","(952) 225-1630","Open","Clinic Services & Profile","Total cycles","1726","611","TOP01","ST01","POINT (-93.3272 44.8841)"
"2021","WI","Wisconsin","Aurora Health Care-Aurora Fertility Services, West Allis","Katherine A. Green, MD","West Allis Memorial Hospital, 8901 W. Lincoln Ave, 2nd Floor","West Allis","53227","(414) 329-4300","Reorganized","Clinic Services & Profile","Embryo cryopreservation services","Yes","503","TOP01","ST11","POINT (-88.0234 43.0014)"
"2021","TX","Texas","Texas IVF","Alfred J. Rodriguez, MD","6130 W. Parker Rd, Suite 215","Plano","75093","(972) 981-7800","Open","Clinic Services & Profile","Verified lab accreditation","Yes","48","TOP01","ST15","POINT (-96.8371 33.044)"
"2021","TX","Texas","Austin Fertility Institute, PA","Kenneth K. Moghadam, MD","2200 Park Bend Dr, Bldg 1, Suite 402","Austin","78758","(512) 339-4234","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","112","TOP01","ST11","POINT (-97.7031 30.4095)"
"2021","IL","Illinois","Vios Fertility Institute-Crest Hill","Angie Beltsos, MD","2246 Weber Rd","Crest Hill","60403","(815) 725-4161","Reorganized","Clinic Services & Profile","Donated embryo services","Yes","261","TOP01","ST10","POINT (-88.1206 41.5628)"
"2021","FL","Florida","Shady Grove Fertility Tampa Bay","Shayne Plosker, MD","5016 W. Cypress St, Suite 302","Tampa","33607","(813) 906-2285","Open","Clinic Services & Profile","Donated embryo services","Yes","823","TOP01","ST10","POINT (-82.5295 27.9518)"
"2021","NY","New York","Northwell Health Fertility","Christine M. Mullin, MD","300 Community Dr","Manhasset","11030","(516) 562-2229","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","92","TOP01","ST12","POINT (-73.701 40.7753)"
"2021","CA","California","Newport Fertility Center","Mark T. Kan, MD","3501 Jamboree Rd, Suite 1100","Newport Beach","92660","(949) 222-1290","Open","Clinic Services & Profile","Verified lab accreditation","Yes","210","TOP01","ST15","POINT (-117.866 33.6549)"
"2021","NY","New York","Island Fertility, Stony Brook Community Medical, PC","James R. Stelling, MD","500 Commack Rd, Suite 202","Commack","11725","(631) 638-4600","Open","Clinic Services & Profile","Donor egg services","Yes","835","TOP01","ST09","POINT (-73.2917 40.8227)"
"2021","NY","New York","Northwell Health Fertility-NYC","Christine Mullin, MD","210 E. 64th St, 1st Floor","New York","10065","(212) 324-2229","Reorganized","Clinic Services & Profile","Egg cryopreservation services","Yes","828","TOP01","ST12","POINT (-73.9633 40.7641)"
"2021","TN","Tennessee","Fertility Center, LLC","Barry W. Donesky, MD","7407 Ziegler Rd","Chattanooga","37421","(423) 899-0500","Open","Clinic Services & Profile","SART member","Yes","132","TOP01","ST14","POINT (-85.1596 35.0203)"
"2021","CA","California","Western Fertility Institute","Ashim V. Kumar, MD","16260 Ventura Blvd, Suite 210","Encino","91436","(818) 292-2242","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","706","TOP01","ST12","POINT (-118.488 34.1567)"
"2021","NY","New York","Global Fertility & Genetics, NY","Kevin J. Doody, MD","115 E. 57th St, Suite 420-430","New York","10022","(646) 739-4956","Open","Clinic Services & Profile","Gestational carrier services","Yes","819","TOP01","ST13","POINT (-73.9699 40.7615)"
"2021","AL","Alabama","Alabama Fertility Specialists","Mamie R. McLean, MD","3490 Independence Dr","Birmingham","35209","(205) 874-0000","Open","Clinic Services & Profile","Gestational carrier services","Yes","325","TOP01","ST13","POINT (-86.7828 33.4709)"
"2021","NC","North Carolina","Reproductive Specialists of the Carolinas","Matrika Johnson, MD","1918 Randolph Rd, Suite 410","Charlotte","28207","(704) 247-2209","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","871","TOP01","ST11","POINT (-80.8251 35.2096)"
"2021","CA","California","Western Fertility Institute","Ashim V. Kumar, MD","16260 Ventura Blvd, Suite 210","Encino","91436","(818) 292-2242","Open","Clinic Services & Profile","Donor egg services","Yes","706","TOP01","ST09","POINT (-118.488 34.1567)"
"2021","MO","Missouri","Fertility Partnership","David E. Simckes, MD","5401 Veterans Memorial Pkwy, Suite 201","Saint Peters","63376","(636) 441-7770","Open","Clinic Services & Profile","Deliveries","113","387","TOP01","ST04","POINT (-90.595 38.7971)"
"2021","NY","New York","Westmed Reproductive Services","Martin D. Keltz, MD","3030 Westchester Ave","Purchase","10577","(914) 607-6213","Open","Clinic Services & Profile","Verified lab accreditation","Yes","625","TOP01","ST15","POINT (-73.6963 41.0095)"
"2021","CA","California","Western Fertility Institute","Ashim V. Kumar, MD","16260 Ventura Blvd, Suite 210","Encino","91436","(818) 292-2242","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","706","TOP01","ST11","POINT (-118.488 34.1567)"
"2021","CA","California","Santa Monica Fertility","John K. Jain, MD","2825 Santa Monica Blvd, Suite 100","Santa Monica","90404","(310) 566-1470","Open","Clinic Services & Profile","Verified lab accreditation","Yes","491","TOP01","ST15","POINT (-118.472 34.0357)"
"2021","TX","Texas","Kindbody Austin","Deborah E. Ikhena-Abel, MD","100 Colorado St","Austin","78701","(737) 787-7806","Open","Clinic Services & Profile","Gestational carrier services","Yes","879","TOP01","ST13","POINT (-97.746 30.264)"
"2021","MO","Missouri","MCRM Fertility","Mira Aubuchon, MD","17300 N. Outer 40 Rd, Suite 101","Chesterfield","63005","(636) 778-9899","Open","Clinic Services & Profile","SART member","Yes","609","TOP01","ST14","POINT (-90.6008 38.672)"
"2021","TX","Texas","Aspire Fertility-Houston","George M. Grunert, MD","7515 S. Main St, Suite 500","Houston","77030","(713) 730-2229","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","252","TOP01","ST12","POINT (-95.4104 29.6986)"
"2021","ME","Maine","Boston IVF, LLC The Maine Center","Benjamin M. Lannon, MD","778 Main St, Suite 2","South Portland","04106","(207) 358-7600","Open","Clinic Services & Profile","Fertility preservation cycles","21","103","TOP01","ST02","POINT (-70.3087 43.6166)"
"2021","ID","Idaho","Idaho Center for Reproductive Medicine","Cristin C. Slater, MD","1000 E. Park Blvd, Suite 110","Boise","83712","(208) 342-5900","Open","Clinic Services & Profile","Fertility preservation cycles","26","35","TOP01","ST02","POINT (-116.188 43.6032)"
"2021","CA","California","The Center for Fertility and Gynecology, Vermesh Center for Fertility","Michael Vermesh, MD","18370 Burbank Blvd, Suite 301","Tarzana","91356","(818) 881-9800","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","458","TOP01","ST12","POINT (-118.533 34.1704)"
"2021","NY","New York","Infertility & IVF Medical Associates of Western New York, PLLC dba, Buffalo IVF","Adam M. Griffin, MD","4510 Main St","Buffalo","14226","(716) 839-3057","Open","Clinic Services & Profile","Verified lab accreditation","Yes","440","TOP01","ST15","POINT (-78.7831 42.9639)"
"2021","VT","Vermont","University of Vermont Medical Center, Vermont Center for Reproductive Medicine","Elizabeth McGee, MD","111 Colchester Ave, Main Campus, Main Pavilion, Level 4","Burlington","05401","(802) 847-1248","Open","Clinic Services & Profile","Deliveries","43","613","TOP01","ST04","POINT (-73.1941 44.4797)"
"2021","OH","Ohio","Institute for Reproductive Health","Michael D. Scheiber, MD","3805 Edwards Rd, Suite 450","Cincinnati","45209","(513) 924-5546","Open","Clinic Services & Profile","SART member","Yes","143","TOP01","ST14","POINT (-84.444 39.1484)"
"2021","FL","Florida","The Reproductive Medicine Group","Timothy R. Yeko, MD","5245 E. Fletcher Ave, Suite 1","Tampa","33617","(813) 676-8844","Open","Clinic Services & Profile","Verified lab accreditation","Yes","267","TOP01","ST15","POINT (-82.3963 28.0686)"
"2021","WA","Washington","SRM Spokane","Brenda S. Houmard, MD, PHD","15920 E. Indiana Ave, Suite 200","Spokane Valley","99216","(206) 301-5000","Open","Clinic Services & Profile","Verified lab accreditation","Yes","513","TOP01","ST15","POINT (-117.191 47.6686)"
"2021","OH","Ohio","Reproductive Gynecology & Infertility-Westerville","David M. Nash, MD","540 N. Cleveland Ave, Suite 100","Westerville","43082","(614) 895-3333","Open","Clinic Services & Profile","Verified lab accreditation","Yes","262","TOP01","ST15","POINT (-82.9466 40.1404)"
"2021","NY","New York","Island Reproductive Services, PC","Eric S. Knochenhauer, MD","237 Richmond Valley Rd","Staten Island","10309","(718) 948-6100","Open","Clinic Services & Profile","Deliveries","164","73","TOP01","ST04","POINT (-74.2365 40.5216)"
"2021","NY","New York","Montefiore's Institute for Reproductive Medicine and Health","Harry J. Lieman, MD","141 S. Central Ave, Suite 201","Hartsdale","10530","(914) 997-1060","Open","Clinic Services & Profile","Deliveries","65","293","TOP01","ST04","POINT (-73.8029 41.0158)"
"2021","IN","Indiana","Henry Fertility dba, Reproductive Care of Indiana","Michael A. Henry, MD","201 Pennsylvania Pkwy, Suite 325","Indianapolis","46280","(317) 817-1800","Open","Clinic Services & Profile","Total cycles","274","464","TOP01","ST01","POINT (-86.1539 39.9315)"
"2021","NY","New York","Chelsea Fertility NYC","Paul Gindoff, MD","105 E. 37th St, Suite 1","New York","10016","(212) 685-2229","Open","Clinic Services & Profile","Pregnancies","20","607","TOP01","ST03","POINT (-73.9793 40.7489)"
"2021","IL","Illinois","University of Chicago Medicine Center for Reproductive Medicine and Fertility","A. Musa Zamah, MD, PHD","1101 S. Canal St, Suite 202A","Chicago","60607","(773) 702-6642","Open","Clinic Services & Profile","Deliveries","56","119","TOP01","ST04","POINT (-87.6389 41.8675)"
"2021","TX","Texas","Center of Reproductive Medicine, LLP dba, SGF Houston","Vicki L. Schnell, MD","1015 Medical Center Blvd, Suite 2100","Webster","77598","(281) 332-0073","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","334","TOP01","ST11","POINT (-95.1332 29.5351)"
"2021","CA","California","California Center for Reproductive Medicine","Lori L. Arnold, MD","477 N. El Camino Real, Suite C310","Encinitas","92024","(760) 274-2000","Open","Clinic Services & Profile","Deliveries","33","135","TOP01","ST04","POINT (-117.261 33.0571)"
"2021","TN","Tennessee","Kutteh Ke Fertility Associates of Memphis, PLLC","Raymond W. Ke, MD","80 Humphreys Center, Suite 307","Memphis","38120","(901) 747-2229","Open","Clinic Services & Profile","Pregnancies","369","152","TOP01","ST03","POINT (-89.8569 35.1282)"
"2021","LA","Louisiana","ArkLaTex Fertility and Reproductive Medicine","David T. Vandermolen, MD","2401 Greenwood Rd, Suite A","Shreveport","71103","(318) 841-5800","Open","Clinic Services & Profile","Gestational carrier services","Yes","129","TOP01","ST13","POINT (-93.7765 32.4845)"
"2021","TX","Texas","ReproMed Fertility Center","Anil B. Pinto, MD","3800 San Jacinto St","Dallas","75204","(214) 827-8777","Open","Clinic Services & Profile","Total cycles","294","24","TOP01","ST01","POINT (-96.785 32.7972)"
"2021","AZ","Arizona","Advanced Fertility Care, PLLC","Frederick W. Larsen, MD","9819 N. 95th St, Suite 105","Scottsdale","85258","(480) 874-2229","Open","Clinic Services & Profile","Fertility preservation cycles","27","312","TOP01","ST02","POINT (-111.875 33.5756)"
"2021","FL","Florida","UF Health Reproductive Medicine at Springhill","Alice S. Rhoton-Vlasak, MD","4037 N.W. 86th Terrace, 1st Floor","Gainesville","32606","(352) 265-2229","Open","Clinic Services & Profile","Total infants born","32","434","TOP01","ST05","POINT (-82.4338 29.6903)"
"2021","CA","California","Gen 5 Fertility Center","Samuel H. Wood, MD, PHD","3420 Carmel Mountain Rd, Suite 200","San Diego","92121","(858) 267-4365","Open","Clinic Services & Profile","Pregnancies","96","832","TOP01","ST03","POINT (-117.238 32.9195)"
"2021","NY","New York","RMA Long Island IVF","Beth McAvey, MD","8 Corporate Center Dr, Suite 101","Melville","11747","(631) 752-0606","Open","Clinic Services & Profile","SART member","Yes","306","TOP01","ST14","POINT (-73.4075 40.7748)"
"2021","TX","Texas","Dallas-Fort Worth Fertility Associates","Samuel J. Chantilis, MD","5477 Glen Lakes Dr, Suite 200","Dallas","75231","(214) 363-5965","Open","Clinic Services & Profile","Deliveries","574","177","TOP01","ST04","POINT (-96.7663 32.8835)"
"2021","CA","California","CARE Fertility","Rodolfo Quintero, MD","1500 E. Chevy Chase Dr, Suite 450","Glendale","91206","(818) 230-7778","Open","Clinic Services & Profile","Total cycles","504","244","TOP01","ST01","POINT (-118.232 34.1517)"
"2021","TX","Texas","Houston IVF dba, CCRM Houston","Timothy N. Hickman, MD","929 Gessner Rd, Suite 2300","Houston","77024","(713) 465-1211","Open","Clinic Services & Profile","Deliveries","506","33","TOP01","ST04","POINT (-95.5455 29.782)"
"2021","MO","Missouri","STL Fertility","Molina B. Dayal, MD","555 N. New Ballas Rd, Suite 150","St. Louis","63141","(314) 983-9000","Open","Clinic Services & Profile","Total cycles","484","164","TOP01","ST01","POINT (-90.4439 38.6659)"
"2021","ME","Maine","Boston IVF, LLC The Maine Center","Benjamin M. Lannon, MD","778 Main St, Suite 2","South Portland","04106","(207) 358-7600","Open","Clinic Services & Profile","Verified lab accreditation","Yes","103","TOP01","ST15","POINT (-70.3087 43.6166)"
"2021","CA","California","The Fertility and Gynecology Center, Monterey Bay IVF","Edward J. Ramirez, MD","9833 Blue Larkspur Ln","Monterey","93940","(831) 649-4483","Open","Clinic Services & Profile","Gestational carrier services","Yes","356","TOP01","ST13","POINT (-121.802 36.5714)"
"2021","NY","New York","Infertility & IVF Medical Associates of Western New York, PLLC dba, Buffalo IVF","Adam M. Griffin, MD","4510 Main St","Buffalo","14226","(716) 839-3057","Open","Clinic Services & Profile","Deliveries","174","440","TOP01","ST04","POINT (-78.7831 42.9639)"
"2021","TX","Texas","Fora Fertility, PLLC","Amanda Skillern, MD","715 W. 34th St","Austin","78705","(512) 956-5006","Open","Clinic Services & Profile","Pregnancies","106","843","TOP01","ST03","POINT (-97.7427 30.3015)"
"2021","CA","California","Kaiser Permanente Center for Reproductive Health-Sacramento","Lisa Farah-Eways, MD","1650 Response Rd, Suite 1A","Sacramento","95815","(916) 614-5089","Open","Clinic Services & Profile","Donor egg services","Yes","515","TOP01","ST09","POINT (-121.43 38.5964)"
"2021","GA","Georgia","Emory Reproductive Center","Jennifer F. Kawwass, MD","550 Peachtree St N.E., Suite 1800","Atlanta","30308","(404) 778-3401","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","511","TOP01","ST11","POINT (-84.382 33.7848)"
"2021","NY","New York","Infertility & IVF Medical Associates of Western New York, PLLC dba, Buffalo IVF","Adam M. Griffin, MD","4510 Main St","Buffalo","14226","(716) 839-3057","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","440","TOP01","ST11","POINT (-78.7831 42.9639)"
"2021","NV","Nevada","Fertility Center of Las Vegas","Bruce Shapiro, MD, PHD","8851 W. Sahara Ave, Suite 100","Las Vegas","89117","(702) 254-1777","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","233","TOP01","ST12","POINT (-115.29 36.143)"
"2021","LA","Louisiana","Audubon Fertility","Lindsay Wells, MD","4321 Magnolia St","New Orleans","70115","(504) 891-1390","Open","Clinic Services & Profile","Verified lab accreditation","Yes","228","TOP01","ST15","POINT (-90.1025 29.9375)"
"2021","WI","Wisconsin","University of Wisconsin-Generations Fertility Care","Bala Bhagavath, MD","2365 Deming Way","Middleton","53562","(608) 824-6160","Open","Clinic Services & Profile","SART member","Yes","397","TOP01","ST14","POINT (-89.5172 43.1006)"
"2021","VA","Virginia","Shady Grove Fertility-Richmond","Erika B. Johnston-MacAnanny, MD","9030 Stony Point Pkwy, Suite 450","Richmond","23235","(804) 379-9000","Open","Clinic Services & Profile","Total infants born","382","105","TOP01","ST05","POINT (-77.5688 37.5534)"
"2021","MD","Maryland","Montgomery Fertility Center","Oluyemisi Adesanya-Famuyiwa, MD","3202 Tower Oaks Blvd, Suite 370","Rockville","20852","(301) 946-6962","Open","Clinic Services & Profile","Verified lab accreditation","No","353","TOP01","ST15","POINT (-77.1507 39.0594)"
"2021","NJ","New Jersey","University Reproductive Associates, PC","Peter G. McGovern, MD","214 Terrace Ave","Hasbrouck Heights","07604","(201) 288-6330","Open","Clinic Services & Profile","Pregnancies","219","133","TOP01","ST03","POINT (-74.0737 40.8585)"
"2021","KY","Kentucky","Fertility & Endocrine Associates, Louisville Reproductive Center","Miriam S. Krause, MD","4123 Dutchmans Ln, Suite 414","Louisville","40207","(502) 897-2144","Open","Clinic Services & Profile","Verified lab accreditation","Yes","281","TOP01","ST15","POINT (-85.6322 38.2354)"
"2021","CA","California","Palo Alto Medical Foundation","Mohammad M. Ezzati, MD","2581 Samaritan Dr, Suite 302","San Jose","95124","(800) 597-2234","Open","Clinic Services & Profile","Donor egg services","Yes","101","TOP01","ST09","POINT (-121.949 37.2531)"
"2021","NY","New York","CCRM New York","Janet M. Choi, MD","810 Seventh Ave, 21st Floor","New York","10019","(212) 290-8100","Open","Clinic Services & Profile","Fertility preservation cycles","671","708","TOP01","ST02","POINT (-73.9823 40.7628)"
"2021","MT","Montana","Billings Clinic, Reproductive Medicine and Fertility Care","Colleen Milroy, MD","1045 N. 30th St","Billings","59101","(406) 238-2500","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","614","TOP01","ST11","POINT (-108.517 45.7906)"
"2021","CA","California","American Reproductive Centers","Maher A. Abdallah, MD","1199 N. Indian Canyon Dr","Palm Springs","92262","(760) 346-4334","Open","Clinic Services & Profile","Pregnancies","44","138","TOP01","ST03","POINT (-116.546 33.8392)"
"2021","TX","Texas","Austin Fertility and Reproductive Medicine-Westlake IVF","Shahryar K Kavoussi, MD","300 Beardsley Ln, Bldg B, Suite 200","Austin","78746","(512) 444-1414","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","442","TOP01","ST11","POINT (-97.8541 30.3133)"
"2021","FL","Florida","UF Health Reproductive Medicine at Springhill","Alice S. Rhoton-Vlasak, MD","4037 N.W. 86th Terrace, 1st Floor","Gainesville","32606","(352) 265-2229","Open","Clinic Services & Profile","Donor egg services","Yes","434","TOP01","ST09","POINT (-82.4338 29.6903)"
"2021","MD","Maryland","Montgomery Fertility Center","Oluyemisi Adesanya-Famuyiwa, MD","3202 Tower Oaks Blvd, Suite 370","Rockville","20852","(301) 946-6962","Open","Clinic Services & Profile","Total cycles","121","353","TOP01","ST01","POINT (-77.1507 39.0594)"
"2021","NJ","New Jersey","Center for Reproductive Medicine and Fertility, Louis R. Manara, DO","Louis R. Manara, DO","200 Route 73, Suite A","Voorhees","08043","(856) 767-0009","Open","Clinic Services & Profile","Total infants born","82","485","TOP01","ST05","POINT (-74.9233 39.8426)"
"2021","IL","Illinois","North Shore Fertility","Anne Borkowski, MD","5225 Old Orchard Rd, Suite 17","Skokie","60077","(847) 763-8850","Open","Clinic Services & Profile","Total cycles","230","520","TOP01","ST01","POINT (-87.7349 42.041)"
"2021","IL","Illinois","Rinehart Fertility Center, SC","John S. Rinehart, MD, PHD","121 N. Elm St","Hinsdale","60521","(630) 366-5100","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","848","TOP01","ST12","POINT (-87.9287 41.8001)"
"2021","WA","Washington","Olympia Women's Health, Olympia Fertility","James F. Moruzzi, MD, PHD","403 Black Hills Ln S.W., Suite E","Olympia","98502","(360) 786-1515","Open","Clinic Services & Profile","Deliveries","37","415","TOP01","ST04","POINT (-122.95 47.0468)"
"2021","KS","Kansas","Reproductive Resource Center of Greater Kansas City","Celeste Brabec, MD","6650 W. 110th St, Suite 320","Overland Park","66211","(913) 894-2323","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","386","TOP01","ST12","POINT (-94.6619 38.9301)"
"2021","CA","California","Kaiser Permanente Center for Reproductive Health-Fremont","Lisa Farah-Eways, MD","39141 Civic Center Dr, Suite 350","Fremont","94538","(510) 248-6900","Open","Clinic Services & Profile","Deliveries","365","467","TOP01","ST04","POINT (-121.977 37.554)"
"2021","FL","Florida","Brown Fertility","Samuel E. Brown, MD","14540 Old Saint Augustine Rd, Bldg 2, Suite 2497","Jacksonville","32258","(904) 260-0352","Open","Clinic Services & Profile","Donor egg services","Yes","329","TOP01","ST09","POINT (-81.5354 30.1392)"
"2021","VA","Virginia","Washington Fertility Center","Pierre Asmar, MD","4316 Evergreen Ln","Annandale","22003","(703) 658-3100","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","282","TOP01","ST12","POINT (-77.1864 38.8307)"
